customer_id,churn_probability,predicted_churn,actual_churn_next_30_days
CUST034816,0.8131,1,0
CUST014791,0.096,0,0
CUST024960,0.7963,1,1
CUST041439,0.0549,0,0
CUST013858,0.0575,0,0
CUST024204,0.0807,0,0
CUST008755,0.0604,0,0
CUST032906,0.1319,0,0
CUST003801,0.363,0,0
CUST041608,0.8551,1,0
CUST023993,0.0554,0,0
CUST047715,0.1261,0,0
CUST027626,0.136,0,0
CUST034293,0.3318,0,0
CUST032048,0.0561,0,0
CUST002097,0.3062,0,0
CUST017652,0.1458,0,0
CUST000192,0.0939,0,0
CUST035208,0.3263,0,0
CUST002793,0.0767,0,0
CUST013877,0.6189,1,0
CUST001769,0.1414,0,0
CUST000729,0.1223,0,0
CUST012168,0.5022,1,0
CUST013269,0.5947,1,0
CUST008180,0.8215,1,0
CUST046741,0.0878,0,0
CUST046815,0.0461,0,0
CUST021962,0.1989,0,0
CUST003868,0.1444,0,0
CUST032529,0.2946,0,0
CUST012793,0.0688,0,0
CUST010020,0.2659,0,0
CUST021947,0.1811,0,0
CUST018355,0.2131,0,0
CUST030409,0.0546,0,0
CUST042422,0.0899,0,0
CUST049927,0.4104,0,0
CUST025664,0.7684,1,1
CUST025219,0.1424,0,0
CUST042948,0.8854,1,1
CUST015248,0.552,1,0
CUST046030,0.0524,0,0
CUST043799,0.7972,1,1
CUST031589,0.862,1,1
CUST002510,0.0468,0,0
CUST044282,0.8142,1,0
CUST036170,0.2144,0,0
CUST025822,0.0649,0,0
CUST025514,0.3374,0,0
CUST012522,0.4187,0,0
CUST002823,0.1458,0,0
CUST020833,0.2834,0,0
CUST029149,0.5598,1,0
CUST038145,0.7976,1,0
CUST023662,0.053,0,0
CUST019088,0.5678,1,1
CUST025154,0.1652,0,0
CUST016386,0.0816,0,0
CUST010179,0.0436,0,0
CUST021137,0.104,0,0
CUST027412,0.1231,0,0
CUST043745,0.1252,0,0
CUST024030,0.6805,1,0
CUST042707,0.5114,1,0
CUST016704,0.4735,0,0
CUST010779,0.2776,0,0
CUST030913,0.0407,0,0
CUST043410,0.0753,0,0
CUST024345,0.0636,0,0
CUST027542,0.0698,0,0
CUST018449,0.3249,0,0
CUST015370,0.1824,0,0
CUST022434,0.4153,0,0
CUST027305,0.0751,0,0
CUST041642,0.2943,0,0
CUST007645,0.0723,0,0
CUST013029,0.1244,0,0
CUST048352,0.8397,1,0
CUST049437,0.0667,0,0
CUST042935,0.1946,0,0
CUST043357,0.1126,0,0
CUST024710,0.096,0,0
CUST047199,0.3392,0,0
CUST038283,0.859,1,0
CUST020436,0.1349,0,0
CUST017614,0.0832,0,0
CUST012030,0.1371,0,0
CUST012384,0.0981,0,0
CUST016007,0.1794,0,0
CUST014202,0.8955,1,0
CUST043094,0.2014,0,0
CUST045536,0.1006,0,0
CUST030268,0.8613,1,0
CUST004406,0.7956,1,0
CUST005236,0.4304,0,0
CUST043194,0.1436,0,0
CUST033312,0.8991,1,1
CUST046856,0.0822,0,0
CUST008229,0.0821,0,0
CUST028326,0.5766,1,0
CUST008425,0.0715,0,0
CUST020123,0.0954,0,0
CUST046517,0.1114,0,0
CUST007807,0.1209,0,0
CUST043556,0.2734,0,0
CUST044465,0.0524,0,0
CUST042608,0.331,0,0
CUST037360,0.0666,0,0
CUST000331,0.0785,0,0
CUST013962,0.0664,0,0
CUST006176,0.2483,0,0
CUST041798,0.821,1,0
CUST029786,0.0524,0,0
CUST013749,0.0433,0,0
CUST027503,0.0655,0,0
CUST007730,0.1583,0,0
CUST024167,0.0835,0,0
CUST031259,0.7375,1,0
CUST030080,0.0796,0,0
CUST033287,0.0478,0,0
CUST010663,0.0675,0,0
CUST033714,0.8654,1,0
CUST029281,0.0624,0,0
CUST040025,0.0557,0,0
CUST027355,0.0363,0,0
CUST038287,0.1933,0,0
CUST017918,0.1167,0,0
CUST019792,0.2704,0,0
CUST045793,0.053,0,0
CUST005769,0.0575,0,0
CUST038803,0.1926,0,0
CUST032513,0.056,0,0
CUST011569,0.2237,0,0
CUST015124,0.2086,0,0
CUST011220,0.1961,0,0
CUST036525,0.5389,1,0
CUST010456,0.0363,0,0
CUST041984,0.1411,0,0
CUST048730,0.8991,1,0
CUST049663,0.3265,0,0
CUST007662,0.0647,0,0
CUST010049,0.0495,0,0
CUST037206,0.0533,0,0
CUST045804,0.0445,0,0
CUST044804,0.2226,0,0
CUST004633,0.0396,0,0
CUST003820,0.1415,0,0
CUST043790,0.0832,0,0
CUST008579,0.1266,0,0
CUST036972,0.0658,0,0
CUST049962,0.067,0,0
CUST030879,0.1463,0,0
CUST040260,0.0675,0,0
CUST033308,0.1373,0,0
CUST046515,0.0732,0,0
CUST025459,0.9008,1,0
CUST018504,0.0521,0,0
CUST045496,0.6894,1,0
CUST045098,0.2607,0,0
CUST016605,0.3778,0,0
CUST000706,0.4616,0,0
CUST007026,0.1584,0,0
CUST042370,0.7446,1,0
CUST025481,0.1511,0,0
CUST004035,0.0411,0,0
CUST020160,0.0739,0,0
CUST039901,0.5191,1,0
CUST000362,0.0577,0,0
CUST046752,0.0502,0,0
CUST009369,0.195,0,0
CUST032069,0.0719,0,0
CUST018521,0.0757,0,0
CUST004347,0.1068,0,0
CUST027101,0.837,1,0
CUST044526,0.0615,0,0
CUST044393,0.2829,0,0
CUST027790,0.0907,0,0
CUST026560,0.1716,0,0
CUST020241,0.0466,0,0
CUST001254,0.2667,0,0
CUST009625,0.0454,0,0
CUST023943,0.4781,0,0
CUST011430,0.0929,0,0
CUST025674,0.0667,0,0
CUST026550,0.098,0,0
CUST026705,0.1813,0,0
CUST014844,0.1876,0,0
CUST012119,0.0753,0,0
CUST024725,0.075,0,0
CUST027261,0.1507,0,0
CUST006346,0.1707,0,0
CUST036643,0.1178,0,0
CUST028046,0.1309,0,0
CUST045016,0.1424,0,0
CUST035999,0.3498,0,1
CUST042685,0.5794,1,0
CUST034377,0.7885,1,0
CUST040513,0.083,0,0
CUST001624,0.0866,0,0
CUST037775,0.0714,0,0
CUST022472,0.0893,0,0
CUST026388,0.8971,1,0
CUST006398,0.1109,0,0
CUST047368,0.0704,0,0
CUST038926,0.1805,0,0
CUST019815,0.0689,0,0
CUST001493,0.1434,0,0
CUST030098,0.6551,1,0
CUST047492,0.0555,0,0
CUST036179,0.884,1,0
CUST022207,0.0682,0,0
CUST022869,0.0601,0,0
CUST031621,0.1958,0,0
CUST040793,0.1379,0,0
CUST032244,0.8334,1,0
CUST039873,0.1202,0,0
CUST001265,0.1308,0,0
CUST007529,0.1513,0,0
CUST047340,0.1219,0,0
CUST000068,0.111,0,0
CUST042644,0.0838,0,0
CUST002971,0.1009,0,0
CUST036297,0.0587,0,0
CUST010720,0.0523,0,0
CUST036890,0.0557,0,0
CUST035620,0.0914,0,0
CUST020214,0.1666,0,0
CUST000242,0.0675,0,0
CUST005242,0.1562,0,0
CUST003749,0.078,0,0
CUST010269,0.0823,0,0
CUST028192,0.1767,0,0
CUST046168,0.0988,0,0
CUST036927,0.0559,0,0
CUST005911,0.0409,0,0
CUST009589,0.5912,1,0
CUST036410,0.4906,0,0
CUST003263,0.7865,1,0
CUST008031,0.3082,0,0
CUST032992,0.7808,1,0
CUST029330,0.0381,0,0
CUST039337,0.3574,0,0
CUST043716,0.0942,0,0
CUST017360,0.1175,0,0
CUST022424,0.1361,0,0
CUST028690,0.1277,0,0
CUST016423,0.1419,0,0
CUST037052,0.8595,1,0
CUST036150,0.21,0,0
CUST012785,0.5552,1,0
CUST005289,0.0827,0,0
CUST045438,0.6298,1,0
CUST039051,0.8781,1,1
CUST004864,0.0776,0,0
CUST046239,0.2261,0,0
CUST023531,0.0892,0,0
CUST038944,0.0715,0,0
CUST003228,0.4256,0,0
CUST041228,0.3625,0,0
CUST002449,0.0675,0,0
CUST015928,0.0577,0,0
CUST033121,0.0583,0,0
CUST019184,0.291,0,0
CUST029487,0.1324,0,0
CUST019847,0.1212,0,0
CUST023089,0.5419,1,0
CUST024111,0.1048,0,0
CUST044102,0.0916,0,0
CUST023872,0.9006,1,0
CUST008820,0.1568,0,0
CUST014661,0.1897,0,0
CUST024804,0.2398,0,0
CUST045245,0.7309,1,0
CUST018228,0.887,1,0
CUST003281,0.8877,1,1
CUST018350,0.3603,0,0
CUST023668,0.0982,0,0
CUST008159,0.0666,0,0
CUST002720,0.2279,0,0
CUST012120,0.1364,0,0
CUST010748,0.1142,0,0
CUST023088,0.2884,0,0
CUST002602,0.7433,1,0
CUST016815,0.0922,0,0
CUST020963,0.0724,0,0
CUST031703,0.1129,0,0
CUST002396,0.0434,0,0
CUST026143,0.6713,1,0
CUST001928,0.0704,0,0
CUST022118,0.1007,0,0
CUST022069,0.1142,0,0
CUST031394,0.1442,0,0
CUST040866,0.0381,0,0
CUST049194,0.7332,1,0
CUST030351,0.8014,1,0
CUST029148,0.7097,1,0
CUST044402,0.5162,1,0
CUST048075,0.0709,0,0
CUST033296,0.2363,0,0
CUST043757,0.0746,0,0
CUST026865,0.1308,0,0
CUST010685,0.0962,0,0
CUST001373,0.8157,1,0
CUST014929,0.0975,0,0
CUST019156,0.0753,0,0
CUST041315,0.0454,0,0
CUST012001,0.4692,0,0
CUST026924,0.1184,0,0
CUST034033,0.0589,0,0
CUST002263,0.0947,0,0
CUST035659,0.0675,0,0
CUST011992,0.1682,0,0
CUST016334,0.4035,0,0
CUST040845,0.1243,0,0
CUST041935,0.5804,1,0
CUST008186,0.8699,1,0
CUST048395,0.8276,1,1
CUST024347,0.6898,1,0
CUST040808,0.0601,0,0
CUST026904,0.435,0,0
CUST028118,0.0635,0,0
CUST045087,0.5197,1,0
CUST035658,0.8498,1,0
CUST021209,0.1332,0,0
CUST025318,0.8488,1,0
CUST025036,0.1648,0,0
CUST043561,0.596,1,0
CUST049629,0.1871,0,0
CUST001565,0.0431,0,0
CUST038743,0.0716,0,0
CUST000963,0.4553,0,0
CUST045448,0.0752,0,0
CUST037594,0.8498,1,0
CUST047794,0.5789,1,0
CUST043784,0.0586,0,0
CUST004162,0.3307,0,0
CUST043235,0.2653,0,0
CUST018357,0.1191,0,0
CUST033881,0.1839,0,0
CUST049080,0.0852,0,0
CUST013871,0.144,0,0
CUST019085,0.0617,0,0
CUST031622,0.5361,1,0
CUST009395,0.5046,1,0
CUST035170,0.0468,0,0
CUST049873,0.1541,0,0
CUST011689,0.0449,0,0
CUST042025,0.0518,0,0
CUST024427,0.1389,0,0
CUST039769,0.0339,0,0
CUST007762,0.0456,0,0
CUST035480,0.1603,0,0
CUST015965,0.1172,0,0
CUST029189,0.251,0,0
CUST043845,0.2236,0,0
CUST029115,0.0615,0,0
CUST028317,0.1719,0,0
CUST001557,0.088,0,0
CUST003191,0.1307,0,0
CUST034046,0.2496,0,0
CUST038154,0.0789,0,0
CUST023311,0.0606,0,0
CUST027772,0.4258,0,0
CUST031933,0.0734,0,0
CUST044263,0.3641,0,0
CUST004251,0.0466,0,0
CUST002573,0.6307,1,0
CUST004050,0.0753,0,0
CUST048276,0.2818,0,0
CUST043019,0.1007,0,0
CUST038262,0.0992,0,0
CUST025650,0.1669,0,0
CUST014668,0.8997,1,1
CUST022944,0.1055,0,0
CUST028069,0.8323,1,0
CUST016262,0.0485,0,0
CUST005059,0.4825,0,0
CUST001128,0.8725,1,0
CUST034218,0.0729,0,0
CUST024010,0.0605,0,0
CUST022111,0.0861,0,0
CUST045405,0.1877,0,0
CUST001920,0.1528,0,0
CUST012274,0.077,0,0
CUST020446,0.2462,0,0
CUST047262,0.4092,0,0
CUST018648,0.694,1,0
CUST019308,0.06,0,0
CUST003853,0.0889,0,0
CUST049832,0.105,0,0
CUST036638,0.2518,0,0
CUST007535,0.3102,0,0
CUST004214,0.1266,0,0
CUST004307,0.0675,0,0
CUST014000,0.4818,0,0
CUST045211,0.0675,0,0
CUST026054,0.062,0,0
CUST034502,0.0581,0,0
CUST042161,0.2518,0,0
CUST021837,0.5673,1,0
CUST012508,0.8625,1,0
CUST007176,0.3067,0,0
CUST001586,0.0965,0,0
CUST009115,0.068,0,0
CUST000414,0.1178,0,0
CUST017130,0.8338,1,0
CUST048451,0.4791,0,0
CUST002777,0.0722,0,0
CUST006591,0.4659,0,0
CUST024319,0.1291,0,0
CUST036268,0.5158,1,0
CUST008504,0.0565,0,0
CUST035514,0.1031,0,0
CUST022599,0.0881,0,0
CUST042619,0.3944,0,0
CUST026599,0.1167,0,0
CUST046161,0.044,0,0
CUST042009,0.1194,0,0
CUST048714,0.0605,0,0
CUST009322,0.041,0,0
CUST028398,0.2725,0,0
CUST000121,0.5213,1,0
CUST044298,0.1389,0,0
CUST038945,0.0747,0,0
CUST022712,0.0756,0,0
CUST036436,0.064,0,0
CUST029183,0.0587,0,0
CUST048608,0.4437,0,0
CUST017687,0.9025,1,0
CUST043302,0.3242,0,0
CUST000142,0.0693,0,0
CUST034366,0.0573,0,0
CUST031334,0.054,0,0
CUST045981,0.1327,0,0
CUST049844,0.0892,0,0
CUST048681,0.092,0,0
CUST031559,0.1851,0,0
CUST013277,0.1064,0,0
CUST031619,0.8717,1,0
CUST007205,0.0634,0,0
CUST008722,0.0851,0,0
CUST032778,0.8422,1,0
CUST040995,0.0619,0,0
CUST023066,0.0749,0,0
CUST033432,0.0515,0,0
CUST034210,0.0529,0,0
CUST014157,0.2167,0,0
CUST010814,0.1176,0,0
CUST039341,0.0665,0,0
CUST037471,0.1794,0,0
CUST023731,0.2226,0,0
CUST034476,0.1419,0,0
CUST007260,0.4443,0,0
CUST016548,0.4853,0,0
CUST015367,0.7671,1,0
CUST028556,0.0621,0,0
CUST029814,0.3943,0,0
CUST022516,0.1297,0,0
CUST029868,0.6077,1,0
CUST039403,0.1607,0,0
CUST036445,0.0751,0,0
CUST000209,0.1439,0,0
CUST019260,0.1271,0,0
CUST028825,0.049,0,0
CUST018184,0.0732,0,0
CUST027863,0.06,0,0
CUST007416,0.8303,1,0
CUST031322,0.0846,0,0
CUST004003,0.5499,1,0
CUST044652,0.34,0,0
CUST047874,0.0603,0,0
CUST033372,0.2806,0,0
CUST015553,0.0877,0,0
CUST025905,0.7291,1,0
CUST034375,0.8149,1,0
CUST007527,0.4953,0,0
CUST015471,0.1647,0,0
CUST027913,0.1562,0,0
CUST039336,0.3127,0,0
CUST049641,0.3904,0,0
CUST001778,0.4829,0,0
CUST018618,0.0602,0,0
CUST016807,0.3458,0,0
CUST020489,0.7569,1,0
CUST007979,0.0474,0,0
CUST017760,0.829,1,0
CUST024304,0.186,0,0
CUST039620,0.075,0,0
CUST015551,0.5257,1,0
CUST022288,0.8991,1,0
CUST042014,0.8522,1,0
CUST045617,0.0894,0,0
CUST025764,0.0829,0,0
CUST004048,0.4872,0,0
CUST002951,0.0965,0,0
CUST024315,0.0731,0,0
CUST034566,0.0652,0,0
CUST041456,0.0704,0,0
CUST048912,0.3388,0,0
CUST027051,0.115,0,0
CUST033460,0.0941,0,0
CUST015255,0.0787,0,0
CUST022275,0.2098,0,0
CUST041556,0.8077,1,0
CUST035252,0.0675,0,0
CUST035777,0.1224,0,0
CUST021844,0.3362,0,0
CUST044656,0.0675,0,0
CUST041292,0.0933,0,0
CUST034249,0.2112,0,0
CUST024670,0.0789,0,0
CUST036245,0.1366,0,0
CUST028557,0.2051,0,0
CUST047528,0.0753,0,0
CUST047901,0.063,0,0
CUST026896,0.6435,1,0
CUST019108,0.2363,0,0
CUST003363,0.0696,0,0
CUST049496,0.4543,0,0
CUST048239,0.0697,0,0
CUST014715,0.5293,1,0
CUST018306,0.5505,1,0
CUST044939,0.052,0,0
CUST025939,0.1629,0,0
CUST001049,0.0931,0,0
CUST024293,0.2388,0,0
CUST019171,0.2699,0,0
CUST029135,0.3309,0,0
CUST014936,0.0474,0,0
CUST018486,0.6005,1,0
CUST018086,0.0875,0,0
CUST046719,0.6143,1,0
CUST017759,0.0637,0,0
CUST002538,0.0832,0,0
CUST007475,0.6487,1,0
CUST028380,0.3122,0,0
CUST010528,0.0975,0,0
CUST007604,0.2679,0,0
CUST014344,0.1863,0,0
CUST002422,0.5979,1,0
CUST009821,0.5454,1,0
CUST047915,0.0586,0,0
CUST006438,0.0489,0,0
CUST001062,0.8068,1,0
CUST030911,0.1897,0,0
CUST018331,0.1527,0,0
CUST028487,0.0675,0,0
CUST019456,0.3443,0,0
CUST048829,0.0569,0,0
CUST038871,0.1178,0,0
CUST007939,0.1097,0,0
CUST024280,0.0832,0,0
CUST009248,0.5653,1,0
CUST021573,0.535,1,0
CUST041483,0.0998,0,0
CUST009936,0.3645,0,0
CUST033598,0.1122,0,0
CUST020236,0.1086,0,0
CUST019213,0.0967,0,0
CUST011626,0.4034,0,0
CUST028277,0.1987,0,0
CUST017278,0.2429,0,0
CUST049797,0.0697,0,0
CUST024973,0.0855,0,0
CUST024587,0.6606,1,0
CUST035111,0.1088,0,0
CUST048526,0.11,0,0
CUST046790,0.8496,1,1
CUST015615,0.1068,0,0
CUST042633,0.1034,0,0
CUST026169,0.6276,1,0
CUST008955,0.0927,0,0
CUST047385,0.0858,0,0
CUST046256,0.8486,1,0
CUST007359,0.3482,0,0
CUST029476,0.8991,1,0
CUST039995,0.0557,0,0
CUST003894,0.0713,0,0
CUST041298,0.0797,0,0
CUST035108,0.111,0,0
CUST013805,0.0577,0,0
CUST005042,0.1335,0,0
CUST006447,0.0524,0,0
CUST048882,0.4005,0,0
CUST045351,0.1801,0,0
CUST030992,0.8164,1,0
CUST047646,0.2109,0,0
CUST042522,0.0737,0,0
CUST040651,0.0811,0,0
CUST048593,0.8991,1,1
CUST038075,0.6391,1,0
CUST041560,0.3391,0,0
CUST041445,0.8797,1,0
CUST026391,0.0788,0,0
CUST001743,0.2056,0,0
CUST035315,0.5514,1,0
CUST007341,0.0685,0,0
CUST013038,0.6005,1,0
CUST031773,0.19,0,0
CUST045855,0.2678,0,0
CUST035818,0.0775,0,0
CUST034921,0.1196,0,0
CUST001747,0.0654,0,0
CUST008886,0.0753,0,0
CUST005036,0.1491,0,0
CUST012151,0.0942,0,0
CUST046530,0.0739,0,0
CUST003007,0.4642,0,0
CUST028297,0.3982,0,0
CUST024448,0.4321,0,0
CUST034679,0.0996,0,0
CUST033143,0.8443,1,0
CUST013924,0.0675,0,0
CUST031379,0.0768,0,0
CUST021523,0.1114,0,0
CUST001272,0.5945,1,0
CUST014061,0.1806,0,0
CUST009828,0.0948,0,0
CUST004423,0.044,0,0
CUST044603,0.7785,1,0
CUST022951,0.4283,0,0
CUST008231,0.2883,0,0
CUST007236,0.4044,0,0
CUST011818,0.1469,0,0
CUST005429,0.1695,0,0
CUST024343,0.9294,1,0
CUST045861,0.6555,1,0
CUST014490,0.0753,0,0
CUST016355,0.0914,0,0
CUST023069,0.0638,0,0
CUST030454,0.1648,0,0
CUST013821,0.3571,0,0
CUST026491,0.0781,0,0
CUST014808,0.4692,0,0
CUST048306,0.115,0,0
CUST029901,0.3183,0,0
CUST043224,0.2265,0,0
CUST009942,0.2175,0,0
CUST012979,0.1243,0,0
CUST017409,0.0498,0,0
CUST016298,0.0838,0,0
CUST025631,0.3323,0,0
CUST041972,0.0695,0,0
CUST038458,0.8858,1,0
CUST031879,0.1045,0,0
CUST016585,0.05,0,0
CUST026861,0.2024,0,0
CUST042045,0.1838,0,0
CUST033970,0.0596,0,0
CUST014022,0.0678,0,0
CUST038415,0.2912,0,0
CUST019509,0.8102,1,0
CUST029176,0.0551,0,0
CUST037368,0.8042,1,0
CUST035685,0.4921,0,0
CUST014730,0.0521,0,0
CUST001880,0.0833,0,0
CUST041997,0.2603,0,0
CUST047198,0.5389,1,0
CUST041985,0.8018,1,1
CUST026663,0.8304,1,0
CUST047054,0.2034,0,0
CUST016620,0.0536,0,0
CUST049223,0.09,0,0
CUST031096,0.6207,1,0
CUST048320,0.411,0,0
CUST026972,0.0662,0,0
CUST023037,0.1153,0,0
CUST023817,0.2916,0,0
CUST018095,0.0753,0,0
CUST023456,0.0591,0,0
CUST007912,0.1563,0,0
CUST047887,0.0529,0,0
CUST027173,0.0882,0,0
CUST035854,0.0483,0,0
CUST047702,0.842,1,0
CUST020655,0.338,0,0
CUST027844,0.1067,0,0
CUST027456,0.1282,0,0
CUST021008,0.0986,0,0
CUST020636,0.088,0,0
CUST040879,0.1145,0,0
CUST035782,0.0595,0,0
CUST019766,0.1532,0,0
CUST038711,0.8143,1,1
CUST016575,0.1742,0,0
CUST012881,0.1053,0,0
CUST037642,0.3804,0,0
CUST023499,0.0618,0,0
CUST014591,0.063,0,0
CUST020764,0.1755,0,0
CUST019606,0.0472,0,0
CUST031080,0.0862,0,0
CUST034098,0.0862,0,0
CUST020309,0.1241,0,0
CUST000382,0.2577,0,0
CUST041839,0.4927,0,0
CUST001075,0.0802,0,0
CUST049943,0.2164,0,0
CUST008358,0.2661,0,0
CUST046932,0.4661,0,0
CUST038659,0.2142,0,0
CUST011068,0.0993,0,0
CUST024800,0.0618,0,0
CUST032085,0.2171,0,0
CUST022290,0.0504,0,0
CUST036627,0.0495,0,0
CUST005881,0.2,0,0
CUST025475,0.047,0,0
CUST045109,0.5794,1,0
CUST012952,0.8313,1,0
CUST047535,0.6157,1,0
CUST033332,0.8453,1,0
CUST035814,0.0578,0,0
CUST042785,0.0566,0,0
CUST035703,0.1365,0,0
CUST037018,0.0649,0,0
CUST026573,0.0817,0,0
CUST027085,0.0471,0,0
CUST005783,0.0912,0,0
CUST005709,0.3947,0,0
CUST030954,0.3927,0,0
CUST013388,0.4545,0,0
CUST045315,0.5402,1,0
CUST017549,0.5225,1,0
CUST040786,0.0707,0,0
CUST044922,0.0923,0,0
CUST025993,0.8429,1,0
CUST038811,0.5912,1,0
CUST013131,0.134,0,0
CUST029551,0.1965,0,0
CUST018862,0.5282,1,0
CUST028597,0.5028,1,0
CUST044719,0.0896,0,0
CUST027706,0.0893,0,0
CUST048568,0.0576,0,0
CUST018889,0.0627,0,0
CUST032044,0.5912,1,0
CUST047274,0.0951,0,0
CUST025582,0.4334,0,0
CUST016644,0.627,1,0
CUST047452,0.1104,0,0
CUST036229,0.0638,0,0
CUST018670,0.0608,0,0
CUST031491,0.8473,1,0
CUST006810,0.1292,0,0
CUST012352,0.1427,0,0
CUST012368,0.105,0,0
CUST018128,0.0602,0,0
CUST002932,0.8856,1,0
CUST006207,0.063,0,0
CUST003352,0.0706,0,0
CUST023957,0.1768,0,0
CUST005403,0.0499,0,0
CUST036727,0.5537,1,0
CUST011586,0.0794,0,0
CUST011484,0.1181,0,0
CUST043486,0.0758,0,0
CUST027762,0.1764,0,0
CUST007638,0.0888,0,0
CUST036254,0.1867,0,0
CUST041495,0.0739,0,0
CUST030852,0.0877,0,0
CUST021858,0.1794,0,0
CUST005793,0.052,0,0
CUST027130,0.054,0,0
CUST048410,0.1061,0,0
CUST034395,0.1372,0,0
CUST048171,0.2719,0,0
CUST034206,0.0559,0,0
CUST004995,0.079,0,0
CUST046992,0.1136,0,0
CUST033355,0.1307,0,0
CUST031262,0.8852,1,0
CUST009036,0.6854,1,0
CUST008829,0.1392,0,0
CUST003060,0.057,0,0
CUST023185,0.5202,1,0
CUST039656,0.0505,0,0
CUST034513,0.137,0,0
CUST003943,0.0672,0,0
CUST041195,0.0567,0,0
CUST019284,0.0675,0,0
CUST002843,0.8664,1,0
CUST015349,0.1329,0,0
CUST047312,0.2215,0,0
CUST047561,0.4874,0,1
CUST026682,0.0523,0,0
CUST046561,0.0449,0,0
CUST033766,0.1445,0,0
CUST013148,0.0543,0,0
CUST049495,0.1932,0,0
CUST049505,0.1604,0,0
CUST000025,0.2418,0,0
CUST037238,0.0467,0,0
CUST007096,0.1865,0,0
CUST016460,0.1708,0,0
CUST011179,0.6816,1,0
CUST007487,0.2751,0,0
CUST015246,0.1969,0,0
CUST049891,0.166,0,0
CUST023929,0.8991,1,0
CUST016069,0.1071,0,0
CUST000225,0.073,0,0
CUST011263,0.0595,0,0
CUST018685,0.0688,0,0
